00:02:19,MsgId,6,Data0,1,Data1,1,Data2,0,Data3,0
00:02:19,MsgId,6,Data0,1,Data1,2,Data2,0,Data3,0
00:02:19,MsgId,6,Data0,1,Data1,3,Data2,0,Data3,0
00:02:19,MsgId,6,Data0,1,Data1,4,Data2,0,Data3,0
00:02:19,MsgId,6,Data0,1,Data1,5,Data2,0,Data3,0
00:02:20,MsgId,6,Data0,2,Data1,1,Data2,0,Data3,0
00:02:20,MsgId,6,Data0,2,Data1,2,Data2,0,Data3,0
00:02:20,MsgId,6,Data0,2,Data1,3,Data2,0,Data3,0
00:02:20,MsgId,6,Data0,2,Data1,4,Data2,0,Data3,0
00:02:20,MsgId,6,Data0,2,Data1,5,Data2,0,Data3,0
00:02:21,MsgId,6,Data0,3,Data1,1,Data2,0,Data3,0
00:02:21,MsgId,6,Data0,3,Data1,2,Data2,0,Data3,0
00:02:21,MsgId,6,Data0,3,Data1,3,Data2,0,Data3,0
00:02:21,MsgId,6,Data0,3,Data1,4,Data2,0,Data3,0
00:02:21,MsgId,6,Data0,3,Data1,5,Data2,0,Data3,0
00:02:22,MsgId,6,Data0,4,Data1,1,Data2,0,Data3,0
00:02:22,MsgId,6,Data0,4,Data1,2,Data2,0,Data3,0
00:02:22,MsgId,6,Data0,4,Data1,3,Data2,0,Data3,0
00:02:22,MsgId,6,Data0,4,Data1,4,Data2,0,Data3,0
00:02:22,MsgId,6,Data0,4,Data1,5,Data2,0,Data3,0
00:02:23,MsgId,7,Data0,1,Data1,0,Data2,0
00:02:23,MsgId,7,Data0,2,Data1,0,Data2,0
00:02:23,MsgId,7,Data0,3,Data1,0,Data2,0
00:02:23,MsgId,7,Data0,4,Data1,0,Data2,0
00:02:23,MsgId,5
00:02:23,MsgId,51,Data0,0,Data1,3
00:02:23,MsgId,1
00:02:23,MsgId,2
00:07:19,MsgId,6,Data0,1,Data1,1,Data2,0,Data3,0
00:07:19,MsgId,6,Data0,1,Data1,2,Data2,0,Data3,0
00:07:19,MsgId,6,Data0,1,Data1,3,Data2,0,Data3,0
00:07:19,MsgId,6,Data0,1,Data1,4,Data2,0,Data3,0
00:07:19,MsgId,6,Data0,1,Data1,5,Data2,0,Data3,0
00:07:20,MsgId,6,Data0,2,Data1,1,Data2,0,Data3,0
00:07:20,MsgId,6,Data0,2,Data1,2,Data2,0,Data3,0
00:07:20,MsgId,6,Data0,2,Data1,3,Data2,0,Data3,0
00:07:20,MsgId,6,Data0,2,Data1,4,Data2,0,Data3,0
00:07:20,MsgId,6,Data0,2,Data1,5,Data2,0,Data3,0
00:07:21,MsgId,6,Data0,3,Data1,1,Data2,0,Data3,0
00:07:21,MsgId,6,Data0,3,Data1,2,Data2,0,Data3,0
00:07:21,MsgId,6,Data0,3,Data1,3,Data2,0,Data3,0
00:07:21,MsgId,6,Data0,3,Data1,4,Data2,0,Data3,0
00:07:21,MsgId,6,Data0,3,Data1,5,Data2,0,Data3,0
00:07:22,MsgId,6,Data0,4,Data1,1,Data2,0,Data3,0
00:07:22,MsgId,6,Data0,4,Data1,2,Data2,0,Data3,0
00:07:22,MsgId,6,Data0,4,Data1,3,Data2,0,Data3,0
00:07:22,MsgId,6,Data0,4,Data1,4,Data2,0,Data3,0
00:07:22,MsgId,6,Data0,4,Data1,5,Data2,0,Data3,0
00:07:23,MsgId,7,Data0,1,Data1,0,Data2,0
00:07:23,MsgId,7,Data0,2,Data1,0,Data2,0
00:07:23,MsgId,7,Data0,3,Data1,0,Data2,0
00:07:23,MsgId,7,Data0,4,Data1,0,Data2,0
00:07:23,MsgId,5
00:07:23,MsgId,51,Data0,0,Data1,7
00:07:23,MsgId,1
00:07:23,MsgId,2
00:12:19,MsgId,6,Data0,1,Data1,1,Data2,0,Data3,0
00:12:19,MsgId,6,Data0,1,Data1,2,Data2,0,Data3,0
00:12:19,MsgId,6,Data0,1,Data1,3,Data2,0,Data3,0
00:12:19,MsgId,6,Data0,1,Data1,4,Data2,0,Data3,0
00:12:19,MsgId,6,Data0,1,Data1,5,Data2,0,Data3,0
00:12:20,MsgId,6,Data0,2,Data1,1,Data2,0,Data3,0
